,Description,Image_url
88,Linen-blend trousersModel,"http://lp2.hm.com/hmgoepprod?set=source[/7c/e5/7ce5a0b83bb9b32c161baa7e87505581d4231d64.jpg],origin[dam],category[men_trousers_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
89,Twill trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/40/fc/40fc37febb02a79e7362eaf42e1852b223f6eccf.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
90,Cotton cargo trousersModel,"http://lp2.hm.com/hmgoepprod?set=source[/b0/80/b0807516bb165f87ca6c240ce97277f8fe434c08.jpg],origin[dam],category[men_trousers_cargo],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
91,Cotton cargo trousersModel,"http://lp2.hm.com/hmgoepprod?set=source[/dc/0f/dc0fef58618b9e81b5beacd47fadc5a5f2e241fe.jpg],origin[dam],category[men_trousers_cargo],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
92,Linen suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/40/26/4026c14ce4007f4603b59a029fa9edbea0c7c851.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
93,Twill trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/81/f1/81f1a4b99edc161c9fd17b2b273a9710090bef49.jpg],origin[dam],category[men_trousers_trousers_slim_all],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
94,COOLMAX® joggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/61/d5/61d558db1557f2d19de623b318092de6c686a81e.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
95,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/77/1e/771eb4b7600933edd46617c595d67394646eb141.jpg],origin[dam],category[men_trousers_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
96,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c0/07/c0070cb73dc8be9f973b365cd129d36f9c6cbad6.jpg],origin[dam],category[men_trousers_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
97,Low-crotch sweatpantsModel,"http://lp2.hm.com/hmgoepprod?set=source[/7a/fa/7afa9c07013d8c3e951acd6a33fd4b1921787703.jpg],origin[dam],category[men_trousers_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
98,Cotton chinosModel,"http://lp2.hm.com/hmgoepprod?set=source[/93/c3/93c30a45d8a7b4e6a30ae105731d40800777da28.jpg],origin[dam],category[men_trousers_chinos],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
99,JoggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/80/68/806818d7cdc47e37058b01883da5d67fc39c5ff8.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
100,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ff/7a/ff7a2ccc0a8faa0cfd5411faa907398becdb587e.jpg],origin[dam],category[men_trousers_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
101,Sports joggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/cb/3f/cb3faf1ce8dac3da7b40d73f23bf9287e660e95a.jpg],origin[dam],category[men_sport_bottoms],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
102,Linen-blend trousersModel,"http://lp2.hm.com/hmgoepprod?set=source[/1a/e6/1ae65ca0132aef225a6fa2d42b51c59bbbb66053.jpg],origin[dam],category[men_trousers_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
103,JoggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/2e/a1/2ea1d692745b99167f0440bff0cf566fe6fcc5c9.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
104,Cotton chinosModel,"http://lp2.hm.com/hmgoepprod?set=source[/0a/1d/0a1d774b5679f750aac40414d74888fef91d5e2f.jpg],origin[dam],category[men_trousers_chinos],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
105,Cotton cargo trousersModel,"http://lp2.hm.com/hmgoepprod?set=source[/53/36/5336cf390807e4aaabf43d60bf5377bd2d6b552f.jpg],origin[dam],category[men_trousers_cargo],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
106,Cotton twill joggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/bd/36/bd365f9fd2c8e14878de85e75087b951c50f0762.jpg],origin[dam],category[men_trousers_joggers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
107,Cotton chambray joggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/a0/6d/a06d9ca1b914701aaed2dec74788bf76e88ad156.jpg],origin[dam],category[men_trousers_trousers_regular_all],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
108,Cotton twill joggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/37/31/3731f8f5cc3995404fbe3230334f030268fe7351.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
109,Sports joggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/75/2b/752bf813fe5ae79ac360fe3644a243e144e98a89.jpg],origin[dam],category[men_sport_bottoms],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
110,Cotton chinosModel,"http://lp2.hm.com/hmgoepprod?set=source[/8f/74/8f74dd5b9d1cd3eb0a2dcac19b4a3228123bfaf3.jpg],origin[dam],category[men_trousers_chinos],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
111,Suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/9b/5a/9b5a9670624f2d5b408f045b64f5b1775a3db0e9.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
112,Chinos Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/e1/2f/e12f7e6c893340a09d1c87d06bfed6e031bf0196.jpg],origin[dam],category[men_trousers_chinos_slim_all],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
113,Cargo joggers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/0f/4c/0f4c09fb293478c760da87607a08c7a498182250.jpg],origin[dam],category[men_trousers_cargo],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
114,Suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ba/22/ba22e7d81b4d21f14d22b3fda771ae540a488d06.jpg],origin[dam],category[men_trousers_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
115,Cropped chinos Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/95/0f/950f543076379ef53b8120aa5ff5264556658754.jpg],origin[dam],category[men_trousers_chinos_slim_all],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
116,Linen suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/1d/90/1d9074a77e8348902fab5be01b643b000eab2cc7.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
117,Twill trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ba/f1/baf159099e8984d820f65424bb106efd90a848b1.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
118,Chinos Slim Fit StretchModel,"http://lp2.hm.com/hmgoepprod?set=source[/4d/24/4d246faa55763fd10d1ebc11bb33219eaa3e57ba.jpg],origin[dam],category[men_trousers_chinos_slim_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
119,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/35/dc/35dc7be7dff2e4d79fae8cff05ba70816c8f8471.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
120,Suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f5/d8/f5d85e2c8f0f5ce1e89fce386bb46c5d06d820f7.jpg],origin[dam],category[men_trousers_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
121,Cargo joggers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/40/a6/40a65a67864925543155f70bc55c26d643e0c666.jpg],origin[dam],category[men_trousers_cargo],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
122,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/79/37/79373e0ca2c7fd3e8ad00586104081d429e7477b.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
123,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/90/08/9008a2eb584a3bfb198dcce4f31abb9520c8e2b6.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
124,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/cb/f7/cbf7227e5fdaaadf9abf9adae36a4d684083ad76.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
125,Twill trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/4f/57/4f57898ff0cbca014726b595880d4a212ca2a1bc.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
126,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/7d/fd/7dfd40526c798e1681ed5c28a08aced2b9a0a63b.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
127,Joggers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f9/15/f9151e095512a4a3e8a5acf645659968d5b258f4.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
128,Cotton cargo trousersModel,"http://lp2.hm.com/hmgoepprod?set=source[/97/61/97610ac6b06e976593a0428a6239d72dadf7d716.jpg],origin[dam],category[men_trousers_cargo],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
129,Cotton twill joggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/0f/5c/0f5c80c4af8f1b057cb6126d9537263c43d030f0.jpg],origin[dam],category[men_trousers_joggers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
130,Linen-blend joggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/8f/a7/8fa77215d425742952b76b2f50a79abdf402fe9d.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
131,Cropped Sweatpants Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/b6/3b/b63b2f23a57d061ad9c692340808bac26630497c.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
132,Suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c9/ae/c9aebece3a61b99c74f6b6859d6a73383ad9c329.jpg],origin[dam],category[men_trousers_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
133,Suit trousers Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f0/4b/f04b01f0d56208a01bce46201aac509d96114f0b.jpg],origin[dam],category[men_trousers_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
134,Suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/0a/d2/0ad2286e3e443c1d612e2c57c3178e10d862c6ca.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
135,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/0e/50/0e50030ec7575845e95ead7a4046c4522544852d.jpg],origin[dam],category[men_trousers_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
136,Twill trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/3e/62/3e6200e8faaf5fb07d411f982549013b4836fbfe.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
137,Wool-blend trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/06/c8/06c81581b9cfc34d507fad2645f2aeef673bd4fc.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
138,Twill trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/62/74/6274471265e5d27d156a3f20c088d2908806ef3d.jpg],origin[dam],category[men_trousers_trousers_slim_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
139,Cropped chinos Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/51/fe/51fed901087951627ba6e13319d8dc43e536086f.jpg],origin[dam],category[men_trousers_chinos_slim_all],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
140,Cotton chambray joggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/3e/fd/3efdd9db6768fab95ff4238e5aa138a894a0fe9e.jpg],origin[dam],category[men_trousers_trousers_regular_all],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
141,Linen suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/26/d9/26d9c253a7b867203d76f6af560c5555e5c95db0.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
142,Nylon cargo trousersModel,"http://lp2.hm.com/hmgoepprod?set=source[/4f/21/4f21434a2a012d2fef420c5d3d0573b1732139b8.jpg],origin[dam],category[men_trousers_trousers_slim_all],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
143,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/eb/58/eb588da7246283a427cda64d8e8a2fb6f1527ba4.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
144,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f5/01/f501c8b25fb8745c5ac34e7e85a80fbc01ede1a9.jpg],origin[dam],category[men_blazerssuits_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
145,Cropped suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/89/da/89da5dc389201c25474aa02e8b7253a6a375d953.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
146,Suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/06/b6/06b61146e7b0f981201772f16a275dcf813e910b.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
147,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f4/9a/f49a215b5a4fc25a263976500f70411bf194dd9e.jpg],origin[dam],category[men_blazerssuits_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
148,Cotton chinos Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/5f/9d/5f9d12fce63c7b88b77b78adb9a1b61e125f36fc.jpg],origin[dam],category[men_trousers_chinos],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
149,Linen suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/1a/5d/1a5d7f2f03e6ddb2229e6f78a93e77b88c9e5f9b.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
150,Suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/96/c3/96c311fb883809f48004752276647ac665cdf5d3.jpg],origin[dam],category[men_trousers_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
151,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/b4/49/b449c5167a1d15175f9d4d727a3be6d10416f6e1.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
152,Linen-blend suit trousersModel,"http://lp2.hm.com/hmgoepprod?set=source[/14/a0/14a01511bf66c12b8fcd5f7be836ded301f7e228.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
153,Cotton cargo trousersModel,"http://lp2.hm.com/hmgoepprod?set=source[/60/08/6008356c7ef5b7443914406990923a81ba46e9da.jpg],origin[dam],category[men_trousers_cargo],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
154,Running trousersModel,"http://lp2.hm.com/hmgoepprod?set=source[/c8/f1/c8f16ef1fcd2a08c56ce47af1940464ec407fb4f.jpg],origin[dam],category[men_sport_bottoms],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
155,Suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/2c/ce/2cce3d7ba4f338d2e31fb29d4e14d9686c3be86c.jpg],origin[dam],category[men_trousers_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
156,Cargo joggers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/0a/76/0a76250d373f3584d4f5093462333055bfc62140.jpg],origin[dam],category[men_trousers_cargo],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
157,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/1f/b6/1fb617bc5a9f7b6e08bea550fda5304709f4f48e.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
158,Twill trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/e7/1d/e71d8b291ec337093377dc41b716a95f3d6bc76e.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
159,Track pantsModel,"http://lp2.hm.com/hmgoepprod?set=source[/77/38/77382e8b1cdf0905761f97c6388ac2c844b29669.jpg],origin[dam],category[men_sport_bottoms],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
160,Joggers with side stripesModel,"http://lp2.hm.com/hmgoepprod?set=source[/bd/b2/bdb2b19583a8fccde247d2bd35570ade59f3e9e4.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
161,Joggers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ef/13/ef1301cc2335e6f7a92cd9ac958e924f06f6b1e4.jpg],origin[dam],category[men_trousers_joggers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
162,Suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/3e/5e/3e5e500c7878fa3d06ade9a09f6630a1d033d2e2.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
163,Wool suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/15/cd/15cd0f5bcd1fd1ad3e72cfa932f4b1c8bc44c5ad.jpg],origin[dam],category[men_blazerssuits_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
164,Twill trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/04/a1/04a122d554b2b7a706e38bc97e54c9b0711184f3.jpg],origin[dam],category[men_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
165,Cargo trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/29/5b/295b399e5777409792d52b460d6082cafa6628c3.jpg],origin[dam],category[men_trousers_cargo],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
166,Cotton twill joggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/72/5c/725c46af8ca78f4bbfd9fba22b9814d6925b4b79.jpg],origin[dam],category[men_trousers_joggers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
167,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/53/dd/53dde4bfd754b95d17e2c519a423c320e43bec94.jpg],origin[dam],category[men_blazerssuits_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
168,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/1e/3c/1e3c6db0032d7216210e5f496fdb0a79bbee4b39.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
169,Joggers with side stripesModel,"http://lp2.hm.com/hmgoepprod?set=source[/2f/63/2f63a8535717f8a6b8a4ba170efb262f09a7d11d.jpg],origin[dam],category[men_trousers_joggers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
170,Suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/99/40/9940a321073d01a460c8a7deec88cea1b426f8d5.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
171,Cotton chinos Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/be/3d/be3d966d0d6ac68b4e61953fc18f7b68f1fd2d0f.jpg],origin[dam],category[men_trousers_chinos_slim_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
172,Suit trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/15/45/1545083741060d93134e16bcb3310e669074d75a.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
173,Wool-blend trousers Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/09/f6/09f649a71a00f08e297f6af6430c5d158f9d254e.jpg],origin[dam],category[men_blazerssuits_trousers],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
174,Suit trousers Skinny FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/de/2a/de2afe4a86f179e344218e95e2975e165bfbdb42.jpg],origin[dam],category[men_trousers_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
175,JoggersModel,"http://lp2.hm.com/hmgoepprod?set=source[/98/6c/986ce41b773bb70de2db6a8bab1c70c62aae19c1.jpg],origin[dam],category[men_trousers_joggers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
